country;type_community;marital_status;educatational;gender;age;occupation;household_compostion;support_refugees
ELLADA;Large town;(Re-)Married: children this marriage;12;Woman;66;Responsible for ordinary shopping, etc.;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;48;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;19;Man;45;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;32;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Widow: without children;12;Woman;60;Retired, unable to work;1;1
ELLADA;Large town;(Re-)Married: without children;12;Man;82;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;12;Man;70;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;24;Man;35;Professional (lawyer, etc.);2;2
ELLADA;Large town;(Re-)Married: without children;12;Woman;70;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;50;Owner of a shop, craftsmen, etc.;4;2
ELLADA;Large town;(Re-)Married: without children;20;Man;55;Professional (lawyer, etc.);1;2
ELLADA;Large town;(Re-)Married: without children;18;Man;48;Middle management, etc.;2;2
ELLADA;Rural area or village;Single liv w partner: without children;23;Woman;26;Unemployed, temporarily not working;4;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;40;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;68;Retired, unable to work;2;3
ELLADA;Large town;Single: without children;98;Woman;15;Student;4;2
ELLADA;Large town;Widow: with children;12;Woman;69;Retired, unable to work;2;1
ELLADA;Large town;Widow: without children;12;Woman;60;Retired, unable to work;1;2
ELLADA;Small/middle town;Divorced/Separated: with children;20;Woman;39;Unemployed, temporarily not working;3;5
ELLADA;Small/middle town;(Re-)Married: children this marriage;12;Man;76;Retired, unable to work;4;2
ELLADA;Small/middle town;(Re-)Married: without children;12;Woman;62;Responsible for ordinary shopping, etc.;2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;55;Responsible for ordinary shopping, etc.;4;2
ELLADA;Small/middle town;Single: without children;18;Man;39;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Small/middle town;(Re-)Married: without children;24;Man;44;Professional (lawyer, etc.);2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;45;Unemployed, temporarily not working;3;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;57;Responsible for ordinary shopping, etc.;2;1
ELLADA;Rural area or village;(Re-)Married: without children;14;Man;70;Skilled manual worker;2;5
ELLADA;Rural area or village;Widow: without children;12;Man;85;Retired, unable to work;2;2
ELLADA;Small/middle town;Single liv w partner: without children;98;Woman;16;Student;4;2
ELLADA;Rural area or village;Divorced/Separated: without children;23;Woman;44;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;65;Farmer;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;53;Farmer;4;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;15;Man;50;Owner of a shop, craftsmen, etc.;4;2
ELLADA;Rural area or village;(Re-)Married: without children;13;Man;68;Retired, unable to work;2;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;14;Woman;46;Farmer;4;1
ELLADA;Rural area or village;Single: without children;98;Man;17;Student;4;2
ELLADA;Rural area or village;Single: without children;18;Man;56;Unemployed, temporarily not working;2;1
ELLADA;Rural area or village;Single: without children;18;Man;23;Unemployed, temporarily not working;4;2
ELLADA;Large town;Single: without children;98;Man;17;Student;3;2
ELLADA;Large town;Divorced/Separated: with children;10;Woman;66;Responsible for ordinary shopping, etc.;2;3
ELLADA;Large town;(Re-)Married: without children;8;Woman;80;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Single liv w partner: without children;18;Woman;47;Employed position, travelling;1;3
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;51;Unemployed, temporarily not working;3;3
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;49;Employed position, travelling;2;3
ELLADA;Large town;(Re-)Married: without children;12;Man;80;Retired, unable to work;2;3
ELLADA;Large town;(Re-)Married: without children;18;Man;67;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;52;Middle management, etc.;4;4
ELLADA;Large town;Divorced/Separated: with children;40;Woman;57;Middle management, etc.;2;1
ELLADA;Large town;Single: without children;23;Man;28;Unemployed, temporarily not working;4;1
ELLADA;Large town;Single: without children;20;Man;33;Unemployed, temporarily not working;1;1
ELLADA;Large town;Single: without children;98;Man;20;Student;4;2
ELLADA;Large town;Single: without children;98;Woman;20;Student;4;1
ELLADA;Large town;(Re-)Married: children this marriage;15;Woman;46;Responsible for ordinary shopping, etc.;4;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;54;Unskilled manual worker, etc.;2;1
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;47;Skilled manual worker;3;4
ELLADA;Rural area or village;Single: without children;17;Man;18;Skilled manual worker;3;4
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;72;Retired, unable to work;2;4
ELLADA;Rural area or village;(Re-)Married: without children;15;Woman;58;Responsible for ordinary shopping, etc.;2;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;42;Skilled manual worker;2;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Man;53;Retired, unable to work;3;4
ELLADA;Rural area or village;(Re-)Married: without children;15;Man;51;Farmer;2;4
ELLADA;Rural area or village;Single: without children;98;Woman;18;Student;3;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;40;Responsible for ordinary shopping, etc.;3;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;30;Responsible for ordinary shopping, etc.;2;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;15;Woman;49;Responsible for ordinary shopping, etc.;3;4
ELLADA;Rural area or village;Single: without children;18;Man;19;Unemployed, temporarily not working;3;2
ELLADA;Rural area or village;Divorced/Separated: without children;18;Man;38;Farmer;1;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;35;Skilled manual worker;2;4
ELLADA;Rural area or village;Single liv w partner: without children;22;Man;26;Skilled manual worker;3;4
ELLADA;Rural area or village;(Re-)Married: without children;15;Man;59;Farmer;2;4
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;42;Unemployed, temporarily not working;2;4
ELLADA;Large town;Single liv w partner: childr this union;12;Man;42;Unemployed, temporarily not working;2;4
ELLADA;Large town;Single: without children;12;Man;54;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Large town;Single: without children;18;Man;26;Owner of a shop, craftsmen, etc.;4;3
ELLADA;Large town;(Re-)Married: children this marriage;34;Woman;56;Unemployed, temporarily not working;4;2
ELLADA;Large town;Single: without children;25;Man;45;Unemployed, temporarily not working;2;2
ELLADA;Large town;(Re-)Married: children prev marriage;22;Woman;52;Responsible for ordinary shopping, etc.;4;3
ELLADA;Large town;Single: without children;18;Man;26;Employed position, travelling;1;2
ELLADA;Rural area or village;(Re-)Married: without children;18;Man;66;Retired, unable to work;2;2
ELLADA;Rural area or village;Single: without children;18;Woman;33;Owner of a shop, craftsmen, etc.;1;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;31;Skilled manual worker;2;2
ELLADA;Large town;Single: without children;98;Woman;17;Student;4;2
ELLADA;Large town;Single: without children;30;Man;30;Employed position, service job;3;3
ELLADA;Large town;Divorced/Separated: without children;18;Woman;58;Owner of a shop, craftsmen, etc.;1;2
ELLADA;Large town;(Re-)Married: without children;12;Man;78;Retired, unable to work;2;2
ELLADA;Large town;Widow: with children;12;Woman;69;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;12;Man;63;Skilled manual worker;2;4
ELLADA;Large town;(Re-)Married: children this marriage;15;Man;46;Owner of a shop, craftsmen, etc.;3;2
ELLADA;Large town;Single: without children;24;Man;28;Employed position, service job;3;2
ELLADA;Large town;(Re-)Married: without children;12;Man;66;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;31;Employed position, travelling;2;5
ELLADA;Large town;(Re-)Married: children this marriage;12;Man;43;Skilled manual worker;4;2
ELLADA;Large town;Divorced/Separated: with children;19;Woman;42;Unemployed, temporarily not working;6;2
ELLADA;Large town;Single liv w partner: without children;24;Woman;25;Employed position, travelling;3;2
ELLADA;Large town;(Re-)Married: without children;20;Man;53;Retired, unable to work;2;1
ELLADA;Large town;Widow: with children;12;Woman;80;Retired, unable to work;2;3
ELLADA;Large town;(Re-)Married: children this marriage;23;Man;60;Middle management, etc.;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;46;Skilled manual worker;2;2
ELLADA;Large town;(Re-)Married: children this marriage;17;Woman;70;Responsible for ordinary shopping, etc.;3;2
ELLADA;Large town;(Re-)Married: without children;24;Man;31;Employed position, at desk;2;2
ELLADA;Large town;Single: without children;25;Man;37;Employed professional (employed doctor, etc.);2;2
ELLADA;Large town;Divorced/Separated: without children;18;Woman;66;Retired, unable to work;1;2
ELLADA;Small/middle town;(Re-)Married: without children;13;Man;78;Retired, unable to work;2;2
ELLADA;Large town;(Re-)Married: without children;25;Woman;55;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;Single: without children;22;Man;43;Employed position, travelling;3;2
ELLADA;Large town;(Re-)Married: children this marriage;16;Man;60;Employed position, travelling;4;2
ELLADA;Large town;(Re-)Married: children this marriage;24;Woman;27;Employed position, travelling;2;1
ELLADA;Large town;Single: without children;98;Woman;22;Student;2;2
ELLADA;Large town;(Re-)Married: without children;23;Man;35;Employed position, travelling;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;36;Unemployed, temporarily not working;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;42;Unemployed, temporarily not working;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;44;Employed position, at desk;2;2
ELLADA;Large town;(Re-)Married: children this marriage;22;Woman;32;Employed position, travelling;2;2
ELLADA;Large town;(Re-)Married: children this marriage;23;Woman;32;Responsible for ordinary shopping, etc.;2;3
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;34;Skilled manual worker;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;36;Responsible for ordinary shopping, etc.;2;2
ELLADA;Small/middle town;Single liv w partner: without children;99;Woman;28;Skilled manual worker;4;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;34;Owner of a shop, craftsmen, etc.;2;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;68;Responsible for ordinary shopping, etc.;3;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Man;48;Skilled manual worker;4;1
ELLADA;Large town;Single: without children;98;Woman;21;Student;4;2
ELLADA;Large town;(Re-)Married: children this marriage;18;Woman;38;Responsible for ordinary shopping, etc.;3;3
ELLADA;Large town;(Re-)Married: without children;12;Woman;72;Responsible for ordinary shopping, etc.;2;2
ELLADA;Large town;(Re-)Married: without children;18;Man;54;Owner of a shop, craftsmen, etc.;2;3
ELLADA;Large town;Single: without children;98;Man;24;Student;2;2
ELLADA;Large town;Single: without children;17;Man;29;Skilled manual worker;2;1
ELLADA;Large town;(Re-)Married: children this marriage;28;Man;52;Owner of a shop, craftsmen, etc.;2;1
ELLADA;Large town;Single: without children;24;Man;27;Employed position, service job;4;2
ELLADA;Large town;Single: without children;98;Woman;20;Student;4;5
ELLADA;Small/middle town;(Re-)Married: without children;18;Woman;51;Employed position, at desk;2;1
ELLADA;Small/middle town;Divorced/Separated: without children;18;Woman;55;Employed position, travelling;1;3
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Man;58;Employed position, travelling;3;3
ELLADA;Small/middle town;(Re-)Married: without children;18;Man;55;Skilled manual worker;2;2
ELLADA;Small/middle town;(Re-)Married: children this marriage;18;Woman;46;Retired, unable to work;3;3
ELLADA;Small/middle town;Divorced/Separated: without children;18;Woman;58;Unemployed, temporarily not working;1;3
ELLADA;Large town;(Re-)Married: without children;25;Man;38;Professional (lawyer, etc.);2;2
ELLADA;Large town;Single: without children;98;Man;17;Student;1;2
ELLADA;Small/middle town;(Re-)Married: without children;18;Man;70;Retired, unable to work;2;5
ELLADA;Large town;(Re-)Married: children this marriage;15;Woman;52;Responsible for ordinary shopping, etc.;4;5
ELLADA;Large town;(Re-)Married: without children;15;Woman;43;Unemployed, temporarily not working;2;2
ELLADA;Large town;(Re-)Married: without children;20;Man;57;Unemployed, temporarily not working;1;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;81;Retired, unable to work;2;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;12;Woman;72;Retired, unable to work;3;3
ELLADA;Rural area or village;(Re-)Married: without children;12;Woman;87;Responsible for ordinary shopping, etc.;2;2
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;88;Retired, unable to work;2;2
ELLADA;Rural area or village;(Re-)Married: without children;18;Man;60;Farmer;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;49;Responsible for ordinary shopping, etc.;3;4
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;54;Farmer;3;4
ELLADA;Rural area or village;(Re-)Married: without children;12;Man;79;Retired, unable to work;2;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;15;Man;60;Farmer;3;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Man;55;Farmer;3;3
ELLADA;Rural area or village;(Re-)Married: children this marriage;18;Woman;49;Responsible for ordinary shopping, etc.;3;2
ELLADA;Rural area or village;(Re-)Married: children this marriage;13;Woman;60;Farmer;4;3
